order_id,part_id,part_qty,order_date,due_date,order_last_updated,status
O1879,P073,2,2024-09-21 00:00:00,2024-10-05 00:00:00,2024-09-25 00:00:00,completed
O1880,P139,5,2024-09-21 00:00:00,2024-10-05 00:00:00,2024-09-25 00:00:00,completed
O1881,P064,2,2024-09-22 00:00:00,2024-09-29 00:00:00,2024-09-26 00:00:00,completed
O1882,P061,6,2024-09-23 00:00:00,2024-09-30 00:00:00,2024-09-27 00:00:00,processing
O1883,P065,5,2024-09-23 00:00:00,2024-09-30 00:00:00,2024-09-27 00:00:00,completed
O1884,P088,5,2024-09-23 00:00:00,2024-09-30 00:00:00,2024-09-27 00:00:00,processing
O1885,P062,5,2024-09-23 00:00:00,2024-09-30 00:00:00,2024-09-27 00:00:00,processing
O1886,P087,4,2024-09-23 00:00:00,2024-09-30 00:00:00,2024-09-27 00:00:00,processing
O1887,P140,1,2024-09-23 00:00:00,2024-10-07 00:00:00,2024-09-27 00:00:00,completed
O1888,P026,1,2024-09-24 00:00:00,2024-10-08 00:00:00,2024-09-28 00:00:00,processing
O1889,P123,2,2024-09-24 00:00:00,2024-10-08 00:00:00,2024-09-28 00:00:00,processing
O1890,P138,2,2024-09-24 00:00:00,2024-10-08 00:00:00,2024-09-28 00:00:00,processing
O1891,P063,1,2024-09-25 00:00:00,2024-10-01 00:00:00,2024-09-29 00:00:00,completed
O1892,P071,1,2024-09-25 00:00:00,2024-10-08 00:00:00,2024-09-29 00:00:00,completed
O1893,P142,1,2024-09-25 00:00:00,2024-10-08 00:00:00,2024-09-29 00:00:00,processing
O1894,P072,1,2024-09-26 00:00:00,2024-10-08 00:00:00,2024-09-30 00:00:00,completed
O1895,P141,1,2024-09-26 00:00:00,2024-10-08 00:00:00,2024-09-30 00:00:00,completed
O1896,P138,4,2024-09-27 00:00:00,2024-10-11 00:00:00,2024-10-01 00:00:00,processing
O1897,P140,2,2024-09-27 00:00:00,2024-10-11 00:00:00,2024-10-01 00:00:00,completed
O1898,P061,8,2024-09-28 00:00:00,2024-10-05 00:00:00,2024-10-02 00:00:00,completed
O1899,P065,4,2024-09-28 00:00:00,2024-10-05 00:00:00,2024-10-02 00:00:00,processing
O1900,P071,1,2024-09-28 00:00:00,2024-10-12 00:00:00,2024-10-02 00:00:00,completed
O1901,P087,5,2024-09-28 00:00:00,2024-10-05 00:00:00,2024-10-02 00:00:00,processing
O1902,P124,1,2024-09-28 00:00:00,2024-10-12 00:00:00,2024-10-02 00:00:00,processing
O1903,P141,3,2024-09-28 00:00:00,2024-10-12 00:00:00,2024-10-02 00:00:00,processing
O1904,P062,7,2024-09-29 00:00:00,2024-10-06 00:00:00,2024-10-03 00:00:00,completed
O1905,P123,3,2024-09-29 00:00:00,2024-10-13 00:00:00,2024-10-03 00:00:00,completed
O1906,P026,1,2024-09-29 00:00:00,2024-10-13 00:00:00,2024-10-03 00:00:00,completed
O1907,P073,1,2024-09-30 00:00:00,2024-10-14 00:00:00,2024-10-04 00:00:00,completed
O1908,P139,3,2024-09-30 00:00:00,2024-10-14 00:00:00,2024-10-04 00:00:00,completed
O1909,P088,10,2024-10-01 00:00:00,2024-10-08 00:00:00,2024-10-05 00:00:00,completed
O1910,P122,2,2024-10-01 00:00:00,2024-10-15 00:00:00,2024-10-05 00:00:00,processing
O1911,P136,4,2024-10-01 00:00:00,2024-10-15 00:00:00,2024-10-05 00:00:00,completed
O1912,P064,2,2024-10-01 00:00:00,2024-10-08 00:00:00,2024-10-05 00:00:00,completed
O1913,P137,4,2024-10-01 00:00:00,2024-10-15 00:00:00,2024-10-05 00:00:00,completed
O1914,P142,1,2024-10-02 00:00:00,2024-10-15 00:00:00,2024-10-06 00:00:00,processing
O1915,P060,1,2024-10-03 00:00:00,2024-10-08 00:00:00,2024-10-07 00:00:00,completed
O1916,P072,1,2024-10-03 00:00:00,2024-10-15 00:00:00,2024-10-07 00:00:00,completed
O1917,P026,3,2024-10-04 00:00:00,2024-10-18 00:00:00,2024-10-08 00:00:00,processing
O1918,P073,1,2024-10-04 00:00:00,2024-10-18 00:00:00,2024-10-08 00:00:00,completed
O1919,P071,1,2024-10-05 00:00:00,2024-10-19 00:00:00,2024-10-09 00:00:00,completed
O1920,P088,7,2024-10-05 00:00:00,2024-10-12 00:00:00,2024-10-09 00:00:00,completed
O1921,P123,4,2024-10-05 00:00:00,2024-10-19 00:00:00,2024-10-09 00:00:00,processing
O1922,P142,1,2024-10-05 00:00:00,2024-10-19 00:00:00,2024-10-09 00:00:00,processing
O1923,P064,1,2024-10-05 00:00:00,2024-10-12 00:00:00,2024-10-09 00:00:00,completed
O1924,P140,3,2024-10-05 00:00:00,2024-10-19 00:00:00,2024-10-09 00:00:00,completed
O1925,P060,1,2024-10-06 00:00:00,2024-10-13 00:00:00,2024-10-10 00:00:00,processing
O1926,P065,4,2024-10-06 00:00:00,2024-10-13 00:00:00,2024-10-10 00:00:00,completed
O1927,P138,2,2024-10-06 00:00:00,2024-10-20 00:00:00,2024-10-10 00:00:00,completed
O1928,P139,5,2024-10-06 00:00:00,2024-10-20 00:00:00,2024-10-10 00:00:00,completed
O1929,P061,5,2024-10-07 00:00:00,2024-10-14 00:00:00,2024-10-11 00:00:00,processing
O1930,P062,3,2024-10-07 00:00:00,2024-10-14 00:00:00,2024-10-11 00:00:00,completed
O1931,P087,5,2024-10-07 00:00:00,2024-10-14 00:00:00,2024-10-11 00:00:00,processing
O1932,P136,6,2024-10-07 00:00:00,2024-10-21 00:00:00,2024-10-11 00:00:00,processing
O1933,P063,1,2024-10-07 00:00:00,2024-10-14 00:00:00,2024-10-11 00:00:00,completed
O1934,P124,2,2024-10-07 00:00:00,2024-10-21 00:00:00,2024-10-11 00:00:00,completed
O1935,P137,4,2024-10-08 00:00:00,2024-10-22 00:00:00,2024-10-12 00:00:00,processing
O1936,P141,1,2024-10-08 00:00:00,2024-10-22 00:00:00,2024-10-12 00:00:00,completed
O1937,P122,1,2024-10-09 00:00:00,2024-10-22 00:00:00,2024-10-13 00:00:00,completed
O1938,P072,1,2024-10-10 00:00:00,2024-10-22 00:00:00,2024-10-14 00:00:00,completed
O1939,P141,1,2024-10-11 00:00:00,2024-10-25 00:00:00,2024-10-15 00:00:00,completed
O1940,P026,1,2024-10-12 00:00:00,2024-10-26 00:00:00,2024-10-16 00:00:00,completed
O1941,P061,6,2024-10-12 00:00:00,2024-10-19 00:00:00,2024-10-16 00:00:00,completed
O1942,P064,2,2024-10-13 00:00:00,2024-10-20 00:00:00,2024-10-17 00:00:00,completed
O1943,P122,2,2024-10-13 00:00:00,2024-10-27 00:00:00,2024-10-17 00:00:00,completed
O1944,P060,2,2024-10-13 00:00:00,2024-10-20 00:00:00,2024-10-17 00:00:00,completed
O1945,P072,1,2024-10-13 00:00:00,2024-10-27 00:00:00,2024-10-17 00:00:00,completed
O1946,P138,4,2024-10-13 00:00:00,2024-10-27 00:00:00,2024-10-17 00:00:00,completed
O1947,P087,5,2024-10-14 00:00:00,2024-10-21 00:00:00,2024-10-18 00:00:00,processing
O1948,P142,1,2024-10-14 00:00:00,2024-10-28 00:00:00,2024-10-18 00:00:00,processing
O1949,P062,6,2024-10-15 00:00:00,2024-10-22 00:00:00,2024-10-19 00:00:00,completed
O1950,P088,6,2024-10-15 00:00:00,2024-10-22 00:00:00,2024-10-19 00:00:00,completed
O1951,P123,3,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,processing
O1952,P124,2,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,processing
O1953,P139,2,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,processing
O1954,P065,5,2024-10-15 00:00:00,2024-10-22 00:00:00,2024-10-19 00:00:00,processing
O1955,P136,3,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,processing
O1956,P137,5,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,completed
O1957,P140,2,2024-10-15 00:00:00,2024-10-29 00:00:00,2024-10-19 00:00:00,processing
O1958,P073,1,2024-10-16 00:00:00,2024-10-29 00:00:00,2024-10-20 00:00:00,processing
O1959,P063,1,2024-10-17 00:00:00,2024-10-22 00:00:00,2024-10-21 00:00:00,completed
O1960,P061,3,2024-10-18 00:00:00,2024-10-25 00:00:00,2024-10-22 00:00:00,processing
O1961,P123,3,2024-10-18 00:00:00,2024-11-01 00:00:00,2024-10-22 00:00:00,processing
O1962,P064,2,2024-10-19 00:00:00,2024-10-26 00:00:00,2024-10-23 00:00:00,completed
O1963,P065,4,2024-10-19 00:00:00,2024-10-26 00:00:00,2024-10-23 00:00:00,completed
O1964,P060,2,2024-10-20 00:00:00,2024-10-27 00:00:00,2024-10-24 00:00:00,completed
O1965,P071,2,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,processing
O1966,P137,3,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,processing
O1967,P142,2,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,completed
O1968,P124,2,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,processing
O1969,P139,4,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,processing
O1970,P141,3,2024-10-20 00:00:00,2024-11-03 00:00:00,2024-10-24 00:00:00,processing
O1971,P073,1,2024-10-21 00:00:00,2024-11-04 00:00:00,2024-10-25 00:00:00,completed
O1972,P087,7,2024-10-21 00:00:00,2024-10-28 00:00:00,2024-10-25 00:00:00,processing
O1973,P063,1,2024-10-22 00:00:00,2024-10-29 00:00:00,2024-10-26 00:00:00,completed
O1974,P088,7,2024-10-22 00:00:00,2024-10-29 00:00:00,2024-10-26 00:00:00,completed
O1975,P136,3,2024-10-22 00:00:00,2024-11-05 00:00:00,2024-10-26 00:00:00,processing
O1976,P138,3,2024-10-22 00:00:00,2024-11-05 00:00:00,2024-10-26 00:00:00,completed
O1977,P062,5,2024-10-22 00:00:00,2024-10-29 00:00:00,2024-10-26 00:00:00,processing
O1978,P140,2,2024-10-22 00:00:00,2024-11-05 00:00:00,2024-10-26 00:00:00,processing
O1979,P026,1,2024-10-23 00:00:00,2024-11-05 00:00:00,2024-10-27 00:00:00,processing
O1980,P122,1,2024-10-24 00:00:00,2024-11-05 00:00:00,2024-10-28 00:00:00,completed
O1981,P087,5,2024-10-25 00:00:00,2024-11-01 00:00:00,2024-10-29 00:00:00,completed
O1982,P139,2,2024-10-26 00:00:00,2024-11-09 00:00:00,2024-10-30 00:00:00,completed
O1983,P061,4,2024-10-27 00:00:00,2024-11-03 00:00:00,2024-10-31 00:00:00,processing
O1984,P062,5,2024-10-27 00:00:00,2024-11-03 00:00:00,2024-10-31 00:00:00,completed
O1985,P123,4,2024-10-27 00:00:00,2024-11-10 00:00:00,2024-10-31 00:00:00,processing
O1986,P136,3,2024-10-27 00:00:00,2024-11-10 00:00:00,2024-10-31 00:00:00,completed
O1987,P064,1,2024-10-27 00:00:00,2024-11-03 00:00:00,2024-10-31 00:00:00,completed
O1988,P140,2,2024-10-27 00:00:00,2024-11-10 00:00:00,2024-10-31 00:00:00,completed
O1989,P141,1,2024-10-27 00:00:00,2024-11-10 00:00:00,2024-10-31 00:00:00,processing
O1990,P065,3,2024-10-28 00:00:00,2024-11-04 00:00:00,2024-11-01 00:00:00,completed
O1991,P124,3,2024-10-28 00:00:00,2024-11-11 00:00:00,2024-11-01 00:00:00,completed
O1992,P137,4,2024-10-28 00:00:00,2024-11-11 00:00:00,2024-11-01 00:00:00,processing
O1993,P073,1,2024-10-29 00:00:00,2024-11-12 00:00:00,2024-11-02 00:00:00,completed
O1994,P088,6,2024-10-29 00:00:00,2024-11-05 00:00:00,2024-11-02 00:00:00,processing
O1995,P122,2,2024-10-29 00:00:00,2024-11-12 00:00:00,2024-11-02 00:00:00,completed
O1996,P026,1,2024-10-29 00:00:00,2024-11-12 00:00:00,2024-11-02 00:00:00,processing
O1997,P060,1,2024-10-29 00:00:00,2024-11-05 00:00:00,2024-11-02 00:00:00,processing
O1998,P138,4,2024-10-29 00:00:00,2024-11-12 00:00:00,2024-11-02 00:00:00,completed
O1999,P063,1,2024-10-30 00:00:00,2024-11-05 00:00:00,2024-11-03 00:00:00,processing
O2000,P142,1,2024-10-30 00:00:00,2024-11-12 00:00:00,2024-11-03 00:00:00,completed
O2001,P072,1,2024-10-31 00:00:00,2024-11-12 00:00:00,2024-11-04 00:00:00,completed
O2002,P065,4,2024-11-01 00:00:00,2024-11-08 00:00:00,2024-11-05 00:00:00,processing
O2003,P073,1,2024-11-01 00:00:00,2024-11-15 00:00:00,2024-11-05 00:00:00,processing
O2004,P088,6,2024-11-01 00:00:00,2024-11-08 00:00:00,2024-11-05 00:00:00,completed
O2005,P139,3,2024-11-01 00:00:00,2024-11-15 00:00:00,2024-11-05 00:00:00,completed
O2006,P060,2,2024-11-02 00:00:00,2024-11-09 00:00:00,2024-11-06 00:00:00,completed
O2007,P064,2,2024-11-02 00:00:00,2024-11-09 00:00:00,2024-11-06 00:00:00,completed
O2008,P123,3,2024-11-02 00:00:00,2024-11-16 00:00:00,2024-11-06 00:00:00,completed
O2009,P136,3,2024-11-02 00:00:00,2024-11-16 00:00:00,2024-11-06 00:00:00,completed
O2010,P138,3,2024-11-02 00:00:00,2024-11-16 00:00:00,2024-11-06 00:00:00,completed
O2011,P137,4,2024-11-02 00:00:00,2024-11-16 00:00:00,2024-11-06 00:00:00,completed
O2012,P063,1,2024-11-03 00:00:00,2024-11-10 00:00:00,2024-11-07 00:00:00,processing
O2013,P124,1,2024-11-03 00:00:00,2024-11-17 00:00:00,2024-11-07 00:00:00,processing
O2014,P026,1,2024-11-04 00:00:00,2024-11-18 00:00:00,2024-11-08 00:00:00,completed
O2015,P087,5,2024-11-04 00:00:00,2024-11-11 00:00:00,2024-11-08 00:00:00,completed
O2016,P141,2,2024-11-04 00:00:00,2024-11-18 00:00:00,2024-11-08 00:00:00,completed
O2017,P062,6,2024-11-04 00:00:00,2024-11-11 00:00:00,2024-11-08 00:00:00,completed
O2018,P061,6,2024-11-05 00:00:00,2024-11-12 00:00:00,2024-11-09 00:00:00,completed
O2019,P140,2,2024-11-05 00:00:00,2024-11-19 00:00:00,2024-11-09 00:00:00,processing
O2020,P122,1,2024-11-05 00:00:00,2024-11-19 00:00:00,2024-11-09 00:00:00,processing
O2021,P071,1,2024-11-06 00:00:00,2024-11-19 00:00:00,2024-11-10 00:00:00,completed
O2022,P072,1,2024-11-07 00:00:00,2024-11-19 00:00:00,2024-11-11 00:00:00,completed
O2023,P142,1,2024-11-07 00:00:00,2024-11-19 00:00:00,2024-11-11 00:00:00,completed
O2024,P088,6,2024-11-08 00:00:00,2024-11-15 00:00:00,2024-11-12 00:00:00,processing
O2025,P142,1,2024-11-08 00:00:00,2024-11-22 00:00:00,2024-11-12 00:00:00,processing
O2026,P073,2,2024-11-09 00:00:00,2024-11-23 00:00:00,2024-11-13 00:00:00,completed
O2027,P122,2,2024-11-09 00:00:00,2024-11-23 00:00:00,2024-11-13 00:00:00,completed
O2028,P139,3,2024-11-09 00:00:00,2024-11-23 00:00:00,2024-11-13 00:00:00,completed
O2029,P026,2,2024-11-10 00:00:00,2024-11-24 00:00:00,2024-11-14 00:00:00,completed
O2030,P061,3,2024-11-10 00:00:00,2024-11-17 00:00:00,2024-11-14 00:00:00,processing
O2031,P124,2,2024-11-10 00:00:00,2024-11-24 00:00:00,2024-11-14 00:00:00,completed
O2032,P140,2,2024-11-11 00:00:00,2024-11-25 00:00:00,2024-11-15 00:00:00,completed
O2033,P062,4,2024-11-11 00:00:00,2024-11-18 00:00:00,2024-11-15 00:00:00,completed
O2034,P064,1,2024-11-11 00:00:00,2024-11-18 00:00:00,2024-11-15 00:00:00,completed
O2035,P123,3,2024-11-11 00:00:00,2024-11-25 00:00:00,2024-11-15 00:00:00,processing
O2036,P137,3,2024-11-11 00:00:00,2024-11-25 00:00:00,2024-11-15 00:00:00,processing
O2037,P063,1,2024-11-12 00:00:00,2024-11-19 00:00:00,2024-11-16 00:00:00,processing
O2038,P072,1,2024-11-12 00:00:00,2024-11-26 00:00:00,2024-11-16 00:00:00,completed
O2039,P087,4,2024-11-12 00:00:00,2024-11-19 00:00:00,2024-11-16 00:00:00,completed
O2040,P138,4,2024-11-12 00:00:00,2024-11-26 00:00:00,2024-11-16 00:00:00,completed
O2041,P060,1,2024-11-13 00:00:00,2024-11-19 00:00:00,2024-11-17 00:00:00,processing
O2042,P065,3,2024-11-13 00:00:00,2024-11-19 00:00:00,2024-11-17 00:00:00,processing
O2043,P136,5,2024-11-13 00:00:00,2024-11-26 00:00:00,2024-11-17 00:00:00,completed
O2044,P141,1,2024-11-13 00:00:00,2024-11-26 00:00:00,2024-11-17 00:00:00,processing
O2045,P071,1,2024-11-14 00:00:00,2024-11-26 00:00:00,2024-11-18 00:00:00,processing
O2046,P064,2,2024-11-15 00:00:00,2024-11-22 00:00:00,2024-11-19 00:00:00,completed
O2047,P065,4,2024-11-15 00:00:00,2024-11-22 00:00:00,2024-11-19 00:00:00,completed
O2048,P138,2,2024-11-15 00:00:00,2024-11-29 00:00:00,2024-11-19 00:00:00,completed
O2049,P061,3,2024-11-16 00:00:00,2024-11-23 00:00:00,2024-11-20 00:00:00,processing
O2050,P072,1,2024-11-16 00:00:00,2024-11-30 00:00:00,2024-11-20 00:00:00,completed
O2051,P088,7,2024-11-16 00:00:00,2024-11-23 00:00:00,2024-11-20 00:00:00,completed
O2052,P062,4,2024-11-17 00:00:00,2024-11-24 00:00:00,2024-11-21 00:00:00,completed
O2053,P137,4,2024-11-17 00:00:00,2024-12-01 00:00:00,2024-11-21 00:00:00,completed
O2054,P141,2,2024-11-17 00:00:00,2024-12-01 00:00:00,2024-11-21 00:00:00,completed
O2055,P123,2,2024-11-17 00:00:00,2024-12-01 00:00:00,2024-11-21 00:00:00,completed
O2056,P124,2,2024-11-17 00:00:00,2024-12-01 00:00:00,2024-11-21 00:00:00,processing
O2057,P026,2,2024-11-18 00:00:00,2024-12-02 00:00:00,2024-11-22 00:00:00,processing
O2058,P060,1,2024-11-18 00:00:00,2024-11-25 00:00:00,2024-11-22 00:00:00,completed
O2059,P087,5,2024-11-18 00:00:00,2024-11-25 00:00:00,2024-11-22 00:00:00,processing
O2060,P122,1,2024-11-18 00:00:00,2024-12-02 00:00:00,2024-11-22 00:00:00,completed
O2061,P071,1,2024-11-19 00:00:00,2024-12-03 00:00:00,2024-11-23 00:00:00,processing
O2062,P136,4,2024-11-19 00:00:00,2024-12-03 00:00:00,2024-11-23 00:00:00,processing
O2063,P139,3,2024-11-19 00:00:00,2024-12-03 00:00:00,2024-11-23 00:00:00,processing
O2064,P140,3,2024-11-19 00:00:00,2024-12-03 00:00:00,2024-11-23 00:00:00,processing
O2065,P073,1,2024-11-20 00:00:00,2024-12-03 00:00:00,2024-11-24 00:00:00,completed
O2066,P142,1,2024-11-21 00:00:00,2024-12-03 00:00:00,2024-11-25 00:00:00,completed
O2067,P071,1,2024-11-22 00:00:00,2024-12-06 00:00:00,2024-11-26 00:00:00,processing
O2068,P088,5,2024-11-22 00:00:00,2024-11-29 00:00:00,2024-11-26 00:00:00,completed
O2069,P139,3,2024-11-22 00:00:00,2024-12-06 00:00:00,2024-11-26 00:00:00,processing
O2070,P141,1,2024-11-22 00:00:00,2024-12-06 00:00:00,2024-11-26 00:00:00,completed
O2071,P140,2,2024-11-23 00:00:00,2024-12-07 00:00:00,2024-11-27 00:00:00,completed
O2072,P060,1,2024-11-23 00:00:00,2024-11-30 00:00:00,2024-11-27 00:00:00,completed
O2073,P065,2,2024-11-23 00:00:00,2024-11-30 00:00:00,2024-11-27 00:00:00,completed
O2074,P136,4,2024-11-23 00:00:00,2024-12-07 00:00:00,2024-11-27 00:00:00,processing
O2075,P142,2,2024-11-23 00:00:00,2024-12-07 00:00:00,2024-11-27 00:00:00,processing
O2076,P124,1,2024-11-24 00:00:00,2024-12-08 00:00:00,2024-11-28 00:00:00,processing
O2077,P137,2,2024-11-24 00:00:00,2024-12-08 00:00:00,2024-11-28 00:00:00,completed
O2078,P062,3,2024-11-25 00:00:00,2024-12-02 00:00:00,2024-11-29 00:00:00,processing
O2079,P064,1,2024-11-25 00:00:00,2024-12-02 00:00:00,2024-11-29 00:00:00,processing
O2080,P087,3,2024-11-25 00:00:00,2024-12-02 00:00:00,2024-11-29 00:00:00,completed
O2081,P061,4,2024-11-26 00:00:00,2024-12-03 00:00:00,2024-11-30 00:00:00,processing
O2082,P073,1,2024-11-26 00:00:00,2024-12-10 00:00:00,2024-11-30 00:00:00,completed
O2083,P123,2,2024-11-26 00:00:00,2024-12-10 00:00:00,2024-11-30 00:00:00,completed
O2084,P138,3,2024-11-26 00:00:00,2024-12-10 00:00:00,2024-11-30 00:00:00,completed
O2085,P072,1,2024-11-26 00:00:00,2024-12-10 00:00:00,2024-11-30 00:00:00,completed
O2086,P063,1,2024-11-27 00:00:00,2024-12-03 00:00:00,2024-12-01 00:00:00,processing
O2087,P122,1,2024-11-28 00:00:00,2024-12-10 00:00:00,2024-12-02 00:00:00,completed
O2088,P063,1,2024-11-29 00:00:00,2024-12-06 00:00:00,2024-12-03 00:00:00,processing
O2089,P141,2,2024-11-30 00:00:00,2024-12-14 00:00:00,2024-12-04 00:00:00,processing
O2090,P073,2,2024-12-01 00:00:00,2024-12-15 00:00:00,2024-12-05 00:00:00,processing
O2091,P140,2,2024-12-01 00:00:00,2024-12-15 00:00:00,2024-12-05 00:00:00,completed
O2092,P062,5,2024-12-02 00:00:00,2024-12-09 00:00:00,2024-12-06 00:00:00,completed
O2093,P137,4,2024-12-02 00:00:00,2024-12-16 00:00:00,2024-12-06 00:00:00,completed
O2094,P061,3,2024-12-02 00:00:00,2024-12-09 00:00:00,2024-12-06 00:00:00,completed
O2095,P123,2,2024-12-02 00:00:00,2024-12-16 00:00:00,2024-12-06 00:00:00,completed
O2096,P139,4,2024-12-02 00:00:00,2024-12-16 00:00:00,2024-12-06 00:00:00,processing
O2097,P064,1,2024-12-03 00:00:00,2024-12-10 00:00:00,2024-12-07 00:00:00,completed
O2098,P065,4,2024-12-03 00:00:00,2024-12-10 00:00:00,2024-12-07 00:00:00,completed
O2099,P072,1,2024-12-03 00:00:00,2024-12-17 00:00:00,2024-12-07 00:00:00,completed
O2100,P087,3,2024-12-03 00:00:00,2024-12-10 00:00:00,2024-12-07 00:00:00,processing
O2101,P124,2,2024-12-03 00:00:00,2024-12-17 00:00:00,2024-12-07 00:00:00,processing
O2102,P136,3,2024-12-03 00:00:00,2024-12-17 00:00:00,2024-12-07 00:00:00,processing
O2103,P026,2,2024-12-04 00:00:00,2024-12-17 00:00:00,2024-12-08 00:00:00,completed
O2104,P071,1,2024-12-04 00:00:00,2024-12-17 00:00:00,2024-12-08 00:00:00,processing
O2105,P088,4,2024-12-04 00:00:00,2024-12-10 00:00:00,2024-12-08 00:00:00,processing
O2106,P122,2,2024-12-04 00:00:00,2024-12-17 00:00:00,2024-12-08 00:00:00,completed
O2107,P138,3,2024-12-04 00:00:00,2024-12-17 00:00:00,2024-12-08 00:00:00,processing
O2108,P142,1,2024-12-04 00:00:00,2024-12-17 00:00:00,2024-12-08 00:00:00,processing
O2109,P060,1,2024-12-05 00:00:00,2024-12-10 00:00:00,2024-12-09 00:00:00,processing
O2110,P062,4,2024-12-06 00:00:00,2024-12-13 00:00:00,2024-12-10 00:00:00,completed
O2111,P064,1,2024-12-06 00:00:00,2024-12-13 00:00:00,2024-12-10 00:00:00,completed
O2112,P140,2,2024-12-06 00:00:00,2024-12-20 00:00:00,2024-12-10 00:00:00,completed
O2113,P141,2,2024-12-06 00:00:00,2024-12-20 00:00:00,2024-12-10 00:00:00,processing
O2114,P061,4,2024-12-07 00:00:00,2024-12-14 00:00:00,2024-12-11 00:00:00,processing
O2115,P136,3,2024-12-07 00:00:00,2024-12-21 00:00:00,2024-12-11 00:00:00,processing
O2116,P139,2,2024-12-07 00:00:00,2024-12-21 00:00:00,2024-12-11 00:00:00,completed
O2117,P065,2,2024-12-08 00:00:00,2024-12-15 00:00:00,2024-12-12 00:00:00,processing
O2118,P073,1,2024-12-08 00:00:00,2024-12-22 00:00:00,2024-12-12 00:00:00,completed
O2119,P122,1,2024-12-08 00:00:00,2024-12-22 00:00:00,2024-12-12 00:00:00,completed
O2120,P137,3,2024-12-08 00:00:00,2024-12-22 00:00:00,2024-12-12 00:00:00,processing
O2121,P138,3,2024-12-09 00:00:00,2024-12-23 00:00:00,2024-12-13 00:00:00,completed
O2122,P087,4,2024-12-09 00:00:00,2024-12-16 00:00:00,2024-12-13 00:00:00,completed
O2123,P088,4,2024-12-09 00:00:00,2024-12-16 00:00:00,2024-12-13 00:00:00,completed
O2124,P123,2,2024-12-09 00:00:00,2024-12-23 00:00:00,2024-12-13 00:00:00,completed
O2125,P060,1,2024-12-10 00:00:00,2024-12-17 00:00:00,2024-12-14 00:00:00,processing
O2126,P026,1,2024-12-10 00:00:00,2024-12-24 00:00:00,2024-12-14 00:00:00,processing
O2127,P071,1,2024-12-10 00:00:00,2024-12-24 00:00:00,2024-12-14 00:00:00,completed
O2128,P142,1,2024-12-11 00:00:00,2024-12-24 00:00:00,2024-12-15 00:00:00,processing
O2129,P124,1,2024-12-11 00:00:00,2024-12-24 00:00:00,2024-12-15 00:00:00,completed
O2130,P063,1,2024-12-12 00:00:00,2024-12-17 00:00:00,2024-12-16 00:00:00,completed
O2131,P065,3,2024-12-13 00:00:00,2024-12-20 00:00:00,2024-12-17 00:00:00,processing
O2132,P071,1,2024-12-13 00:00:00,2024-12-27 00:00:00,2024-12-17 00:00:00,processing
O2133,P136,3,2024-12-13 00:00:00,2024-12-27 00:00:00,2024-12-17 00:00:00,completed
O2134,P141,1,2024-12-13 00:00:00,2024-12-27 00:00:00,2024-12-17 00:00:00,completed
O2135,P138,2,2024-12-14 00:00:00,2024-12-28 00:00:00,2024-12-18 00:00:00,processing
O2136,P062,4,2024-12-14 00:00:00,2024-12-21 00:00:00,2024-12-18 00:00:00,processing
O2137,P088,5,2024-12-15 00:00:00,2024-12-22 00:00:00,2024-12-19 00:00:00,completed
O2138,P137,3,2024-12-15 00:00:00,2024-12-29 00:00:00,2024-12-19 00:00:00,completed
O2139,P087,3,2024-12-15 00:00:00,2024-12-22 00:00:00,2024-12-19 00:00:00,processing
O2140,P139,3,2024-12-15 00:00:00,2024-12-29 00:00:00,2024-12-19 00:00:00,completed
O2141,P073,1,2024-12-16 00:00:00,2024-12-30 00:00:00,2024-12-20 00:00:00,completed
O2142,P123,2,2024-12-16 00:00:00,2024-12-30 00:00:00,2024-12-20 00:00:00,processing
O2143,P061,3,2024-12-16 00:00:00,2024-12-23 00:00:00,2024-12-20 00:00:00,completed
O2144,P124,1,2024-12-17 00:00:00,2024-12-31 00:00:00,2024-12-21 00:00:00,completed
O2145,P064,1,2024-12-17 00:00:00,2024-12-24 00:00:00,2024-12-21 00:00:00,processing
O2146,P026,1,2024-12-18 00:00:00,2024-12-31 00:00:00,2024-12-22 00:00:00,processing
O2147,P142,1,2024-12-18 00:00:00,2024-12-31 00:00:00,2024-12-22 00:00:00,processing
O2148,P072,1,2024-12-18 00:00:00,2024-12-31 00:00:00,2024-12-22 00:00:00,processing
O2149,P140,1,2024-12-18 00:00:00,2024-12-31 00:00:00,2024-12-22 00:00:00,processing
O2150,P122,1,2024-12-19 00:00:00,2024-12-31 00:00:00,2024-12-23 00:00:00,processing
O2151,P123,2,2024-12-20 00:00:00,2025-01-03 00:00:00,2024-12-24 00:00:00,processing
